,lat,long,color
151,51.235681,-0.564938,0.16666666666666666
152,51.235973,-0.565196,0.16666666666666666
153,51.236011,-0.564929,0.3333333333333333
154,51.236024,-0.564839,0.3333333333333333
155,51.237291,-0.565518,0.16666666666666666
156,51.237668,-0.565535,0.16666666666666666
157,51.237725,-0.566192,0.16666666666666666
158,51.237775,-0.566306,0.16666666666666666
159,51.237752,-0.566404,0.16666666666666666
160,51.237686,-0.566552,0.16666666666666666
161,51.23765,-0.566658,0.16666666666666666
162,51.237571,-0.566863,0.16666666666666666
163,51.237504,-0.567026,0.16666666666666666
164,51.237333,-0.56765,0.16666666666666666
165,51.237144,-0.568073,0.16666666666666666
166,51.236912,-0.568621,0.16666666666666666
167,51.236712,-0.569223,0.16666666666666666
168,51.236516,-0.569875,0.16666666666666666
169,51.236433,-0.570173,0.3333333333333333
170,51.236484,-0.570211,0.5
171,51.236554,-0.57028,0.3333333333333333
172,51.236561,-0.570437,0.16666666666666666
173,51.236674,-0.57052,0.16666666666666666
174,51.236764,-0.570581,0.3333333333333333
175,51.236804,-0.570524,0.3333333333333333
176,51.237008,-0.570491,0.16666666666666666
177,51.237317,-0.570545,0.3333333333333333
178,51.237368,-0.570554,0.5
179,51.237443,-0.570565,0.3333333333333333
180,51.237601,-0.570616,0.16666666666666666
181,51.237744,-0.570662,0.16666666666666666
182,51.237919,-0.570718,0.3333333333333333
183,51.238007,-0.570745,0.3333333333333333
184,51.238243,-0.570844,0.16666666666666666
185,51.238626,-0.571048,0.16666666666666666
186,51.238873,-0.571189,0.16666666666666666
187,51.23935,-0.571382,0.16666666666666666
188,51.239589,-0.571429,0.3333333333333333
189,51.239621,-0.571439,0.3333333333333333
190,51.239763,-0.57145,0.16666666666666666
191,51.23993,-0.571466,0.16666666666666666
192,51.240111,-0.571445,0.16666666666666666
193,51.240269,-0.571403,0.3333333333333333
194,51.240316,-0.571391,0.3333333333333333
195,51.240554,-0.571316,0.16666666666666666
196,51.240699,-0.571296,0.16666666666666666
197,51.241145,-0.571257,0.16666666666666666
198,51.241696,-0.571297,0.5
199,51.241786,-0.571313,0.5
200,51.241762,-0.571424,0.6666666666666666
201,51.241723,-0.571498,1.0
202,51.241656,-0.571561,0.6666666666666666
203,51.241642,-0.571899,0.6666666666666666
204,51.241585,-0.571891,0.6666666666666666
205,51.241565,-0.572213,0.6666666666666666
206,51.241627,-0.572225,0.6666666666666666
207,51.241569,-0.572886,0.5
208,51.242163,-0.57298,0.6666666666666666
209,51.242193,-0.573041,0.6666666666666666
210,51.242342,-0.573104,0.5
211,51.242371,-0.573175,0.3333333333333333
212,51.24235,-0.573474,0.16666666666666666
213,51.242758,-0.573556,0.16666666666666666
214,51.242885,-0.573582,0.16666666666666666
215,51.242774,-0.574643,0.16666666666666666
216,51.242716,-0.575179,0.3333333333333333
217,51.242709,-0.575237,0.3333333333333333
218,51.24265,-0.575716,0.16666666666666666
219,51.242612,-0.57618,0.5
220,51.242612,-0.57618,0.5
221,51.242612,-0.57618,0.5
222,51.242061,-0.57619,0.6666666666666666
223,51.241967,-0.576197,0.6666666666666666
224,51.241832,-0.576206,0.3333333333333333
225,51.241559,-0.576179,0.3333333333333333
226,51.241334,-0.576145,0.3333333333333333
227,51.241059,-0.576099,0.3333333333333333
228,51.241,-0.576089,0.3333333333333333
229,51.240637,-0.576024,0.16666666666666666
230,51.240486,-0.576001,0.3333333333333333
231,51.240461,-0.575997,0.5
232,51.240372,-0.575981,0.3333333333333333
233,51.240448,-0.575002,0.16666666666666666
234,51.240461,-0.574844,0.3333333333333333
235,51.240478,-0.574624,0.3333333333333333
236,51.240596,-0.57333,0.5
237,51.240625,-0.573054,0.8333333333333334
238,51.240709,-0.573074,0.8333333333333334
239,51.241158,-0.573177,1.0
240,51.241191,-0.573185,1.0
241,51.241513,-0.573272,0.3333333333333333
242,51.241822,-0.573353,0.16666666666666666
243,51.241756,-0.574028,0.16666666666666666
244,51.241641,-0.575208,0.16666666666666666
245,51.241627,-0.575369,0.3333333333333333
246,51.241619,-0.575461,0.3333333333333333
247,51.241601,-0.575691,0.16666666666666666
248,51.241591,-0.575801,0.16666666666666666
249,51.241578,-0.575954,0.16666666666666666
250,51.24213,-0.571857,0.5
251,51.242245,-0.57188,0.3333333333333333
252,51.242294,-0.571373,0.3333333333333333
253,51.242403,-0.571378,0.16666666666666666
254,51.24241,-0.571236,0.16666666666666666
255,51.2427,-0.571224,0.3333333333333333
256,51.242696,-0.57015,0.3333333333333333
257,51.242696,-0.56998,0.3333333333333333
258,51.242749,-0.569673,0.6666666666666666
259,51.242783,-0.569629,1.0
260,51.242815,-0.569589,0.6666666666666666
261,51.243194,-0.56965,0.3333333333333333
262,51.243196,-0.569312,0.16666666666666666
263,51.24312,-0.568933,0.16666666666666666
264,51.24282,-0.568157,0.16666666666666666
265,51.242578,-0.567621,0.16666666666666666
266,51.242672,-0.567533,0.16666666666666666
267,51.242766,-0.567423,0.16666666666666666
268,51.24284,-0.567346,0.16666666666666666
269,51.242887,-0.567185,0.3333333333333333
270,51.242902,-0.567154,0.3333333333333333
271,51.242986,-0.566985,0.16666666666666666
272,51.243131,-0.56673,0.16666666666666666
273,51.2435,-0.566221,0.16666666666666666
274,51.243601,-0.565385,0.16666666666666666
275,51.243654,-0.565246,0.16666666666666666
276,51.244492,-0.564238,0.16666666666666666
277,51.24615,-0.562984,0.16666666666666666
278,51.246241,-0.56292,0.3333333333333333
279,51.246277,-0.562879,0.3333333333333333
280,51.246337,-0.562696,0.16666666666666666
281,51.246294,-0.562504,0.16666666666666666
282,51.245965,-0.562154,0.16666666666666666
283,51.245742,-0.561713,0.16666666666666666
284,51.245165,-0.561456,0.16666666666666666
285,51.244228,-0.560798,0.3333333333333333
286,51.244204,-0.560768,0.5
287,51.244249,-0.560693,0.3333333333333333
288,51.244757,-0.559824,0.16666666666666666
289,51.245935,-0.557418,0.16666666666666666
290,51.246378,-0.55671,0.16666666666666666
291,51.246751,-0.556115,0.16666666666666666
292,51.246963,-0.555748,0.16666666666666666
293,51.246952,-0.555626,0.16666666666666666
294,51.247639,-0.554669,0.16666666666666666
295,51.247958,-0.554369,0.16666666666666666
296,51.248168,-0.554265,0.16666666666666666
297,51.248362,-0.554211,0.16666666666666666
298,51.248569,-0.554207,0.16666666666666666
299,51.248569,-0.554097,0.3333333333333333
300,51.248598,-0.554102,0.5
301,51.248679,-0.554135,0.5
302,51.248764,-0.554183,0.5
303,51.24879,-0.554214,0.3333333333333333
304,51.248838,-0.554371,0.16666666666666666
305,51.248875,-0.554841,0.16666666666666666
306,51.248817,-0.55519,0.16666666666666666
307,51.248758,-0.55546,0.16666666666666666
308,51.248583,-0.556276,0.16666666666666666
309,51.248692,-0.556345,0.16666666666666666
310,51.248929,-0.555176,0.16666666666666666
311,51.249067,-0.555192,0.16666666666666666
312,51.24919,-0.555196,0.16666666666666666
313,51.249277,-0.555336,0.16666666666666666
314,51.249446,-0.555632,0.16666666666666666
315,51.249621,-0.555937,0.16666666666666666
316,51.249786,-0.556704,0.16666666666666666
317,51.24993,-0.557139,0.16666666666666666
318,51.250037,-0.557568,0.16666666666666666
319,51.250602,-0.558271,0.16666666666666666
320,51.251152,-0.559786,0.16666666666666666
321,51.251182,-0.560122,0.16666666666666666
322,51.251045,-0.56106,0.16666666666666666
323,51.250961,-0.562455,0.16666666666666666
324,51.250873,-0.562798,0.16666666666666666
325,51.250622,-0.563383,0.16666666666666666
326,51.250197,-0.564059,0.16666666666666666
327,51.24997,-0.56445,0.16666666666666666
328,51.249871,-0.56452,0.16666666666666666
329,51.249739,-0.564559,0.16666666666666666
330,51.249466,-0.564641,0.16666666666666666
331,51.248801,-0.564561,0.16666666666666666
332,51.248702,-0.564492,0.16666666666666666
333,51.2485,-0.563698,0.16666666666666666
334,51.24845,-0.563478,0.16666666666666666
335,51.247951,-0.563227,0.16666666666666666
336,51.247806,-0.563227,0.16666666666666666
337,51.247706,-0.563211,0.16666666666666666
338,51.2477,-0.563343,0.16666666666666666
339,51.247695,-0.56345,0.16666666666666666
340,51.247595,-0.563443,0.3333333333333333
341,51.247512,-0.563433,0.3333333333333333
342,51.247457,-0.563614,0.16666666666666666
343,51.24739,-0.563856,0.16666666666666666
344,51.247185,-0.564687,0.16666666666666666
345,51.247094,-0.565388,0.16666666666666666
346,51.247052,-0.565589,0.16666666666666666
347,51.24698,-0.565824,0.16666666666666666
348,51.24678,-0.566929,0.16666666666666666
349,51.24676,-0.567125,0.16666666666666666
350,51.246721,-0.567323,0.3333333333333333
351,51.246691,-0.567418,0.5
352,51.246626,-0.56744,0.3333333333333333
353,51.246424,-0.567297,0.16666666666666666
354,51.246314,-0.567244,0.16666666666666666
355,51.245748,-0.56791,0.16666666666666666
356,51.245319,-0.568033,0.16666666666666666
357,51.245244,-0.568438,0.16666666666666666
358,51.24536,-0.568989,0.3333333333333333
359,51.245282,-0.569044,0.3333333333333333
360,51.245178,-0.569123,0.3333333333333333
361,51.245172,-0.56905,0.5
362,51.245108,-0.569023,0.3333333333333333
363,51.244883,-0.568797,0.16666666666666666
364,51.244792,-0.568705,0.16666666666666666
365,51.244671,-0.568663,0.16666666666666666
366,51.244184,-0.568741,0.16666666666666666
367,51.244008,-0.56881,0.3333333333333333
368,51.243936,-0.568839,0.3333333333333333
369,51.243953,-0.569058,0.16666666666666666
370,51.243965,-0.569271,0.3333333333333333
371,51.243918,-0.569327,0.3333333333333333
372,51.243908,-0.569498,0.3333333333333333
373,51.243893,-0.569512,0.3333333333333333
374,51.243513,-0.569496,0.16666666666666666
375,51.243502,-0.570032,0.16666666666666666
376,51.243489,-0.570528,0.3333333333333333
377,51.24349,-0.570596,0.3333333333333333
378,51.243188,-0.570579,0.16666666666666666
379,51.243186,-0.570365,0.16666666666666666
380,51.243194,-0.56965,0.3333333333333333
381,51.242815,-0.569589,0.6666666666666666
382,51.242783,-0.569629,1.0
383,51.242749,-0.569673,0.6666666666666666
384,51.242696,-0.56998,0.3333333333333333
385,51.242696,-0.57015,0.3333333333333333
386,51.2427,-0.571224,0.3333333333333333
387,51.242268,-0.573072,0.6666666666666666
388,51.242193,-0.573041,0.6666666666666666
389,51.242132,-0.572916,0.5
390,51.242097,-0.572904,0.3333333333333333
391,51.241998,-0.572884,0.16666666666666666
392,51.242094,-0.57185,0.5
393,51.242142,-0.571859,0.5
394,51.242245,-0.57188,0.3333333333333333
395,51.242294,-0.571373,0.3333333333333333
396,51.242156,-0.571356,0.16666666666666666
397,51.242049,-0.57134,0.3333333333333333
398,51.242028,-0.571338,0.3333333333333333
399,51.241786,-0.571313,0.5
400,51.241762,-0.571424,0.6666666666666666
401,51.241723,-0.571498,1.0
402,51.241656,-0.571561,0.6666666666666666
403,51.241642,-0.571899,0.6666666666666666
404,51.241585,-0.571891,0.6666666666666666
405,51.241565,-0.572213,0.6666666666666666
406,51.241627,-0.572225,0.6666666666666666
407,51.241569,-0.572886,0.5
408,51.241553,-0.572882,0.5
409,51.241513,-0.573272,0.3333333333333333
410,51.241191,-0.573185,1.0
411,51.241158,-0.573177,1.0
412,51.240659,-0.573062,0.8333333333333334
413,51.240625,-0.573054,0.8333333333333334
414,51.240596,-0.57333,0.5
415,51.240511,-0.574254,0.16666666666666666
416,51.240478,-0.574624,0.3333333333333333
417,51.240461,-0.574844,0.3333333333333333
418,51.241038,-0.574997,0.16666666666666666
419,51.241416,-0.5751,0.16666666666666666
420,51.241334,-0.576145,0.3333333333333333
421,51.241559,-0.576179,0.3333333333333333
422,51.241832,-0.576206,0.3333333333333333
423,51.241967,-0.576197,0.6666666666666666
424,51.242061,-0.57619,0.6666666666666666
425,51.242169,-0.575174,0.16666666666666666
426,51.242244,-0.574468,0.16666666666666666
